player_id,fullname,height,weight,position,from_year,to_year,birth_date,hall_of_fame
rinalri01,Rich Rinaldi,6-3,195,G,1972,1974,1949-08-03,n
riordmi01,Mike Riordan,6-4,200,G-F,1969,1977,1945-07-09,n
risacza01,Zaccharie Risacher,6-8,200,F,2025,2025,2005-04-08,n
risenar01,Arnie Risen,6-9,200,C-F,1949,1958,1924-10-09,y
rittete01,Tex Ritter,6-2,185,G-F,1949,1951,1924-02-26,n
rivasra01,Ramón Rivas,6-10,260,F-C,1989,1989,1966-06-03,n
riverau01,Austin Rivers,6-4,200,G,2013,2023,1992-08-01,n
riverda01,David Rivers,6-0,170,G,1989,1992,1965-01-20,n
riverdo01,Doc Rivers,6-4,185,G,1984,1996,1961-10-13,n
robbile01,Lee Robbins,6-3,175,F,1948,1949,1922-02-11,n
robbili01,Liam Robbins,7-0,250,F,2025,2025,1999-07-12,n
robbire01,Red Robbins,6-8,190,F-C,1968,1975,1944-09-30,n
roberan03,Andre Roberson,6-7,210,G-F,2014,2021,1991-12-04,n
roberan02,Anthony Roberson,6-2,180,G,2006,2009,1983-02-14,n
roberri01,Rick Roberson,6-9,231,C-F,1970,1976,1947-07-07,n
roberte01,Terrance Roberson,6-7,215,F,2001,2001,1976-12-30,n
roberan01,Anthony Roberts,6-5,185,F-G,1978,1984,1955-04-15,n
roberbi01,Bill Roberts,6-9,210,C,1949,1950,1925-03-13,n
roberbr01,Brian Roberts,6-1,173,G,2013,2017,1985-12-03,n
roberfr01,Fred Roberts,6-10,218,F-C,1984,1997,1960-08-14,n
roberjo01,Joe Roberts,6-6,214,F,1961,1968,1936-05-18,n
roberla01,Lawrence Roberts,6-9,240,F,2006,2007,1982-10-20,n
roberma01,Marv Roberts,6-8,200,F-C,1972,1977,1950-01-29,n
roberst01,Stanley Roberts,7-0,285,C,1992,2000,1970-02-07,n
roberal01,Alvin Robertson,6-4,185,G,1985,1996,1962-07-22,n
roberos01,Oscar Robertson,6-5,205,G-F,1961,1974,1938-11-24,y
roberry01,Ryan Robertson,6-5,190,G,2000,2000,1976-10-02,n
roberto01,Tony Robertson,6-4,195,G,1978,1979,1956-01-01,n
robeyri01,Rick Robey,6-11,230,C-F,1979,1986,1956-01-30,n
robinbe01,Bernard Robinson,6-6,210,G-F,2005,2007,1980-12-26,n
robinch01,Chris Robinson,6-5,200,G,1997,1998,1974-04-02,n
robincl01,Cliff Robinson,6-9,220,F,1980,1992,1960-03-13,n
robincl02,Clifford Robinson,6-10,225,F-C,1990,2007,1966-12-16,n
robinda01,David Robinson,7-1,235,C,1990,2003,1965-08-06,y
robinde01,Devin Robinson,6-8,200,F,2018,2019,1995-03-07,n
robindu01,Duncan Robinson,6-7,215,G-F,2019,2025,1994-04-22,n
robined01,Eddie Robinson,6-8,210,G-F,2000,2004,1976-04-19,n
robinfl01,Flynn Robinson,6-1,185,G,1967,1974,1941-04-28,n
robingl01,Glenn Robinson,6-7,225,F,1995,2005,1973-01-10,n
robingl02,Glenn Robinson III,6-6,222,G-F,2015,2021,1994-01-08,n
robinja01,Jackie Robinson,6-6,210,F,1979,1982,1955-05-20,n
robinja03,Jamal Robinson,6-7,212,F,2001,2001,1973-12-27,n
robinja02,James Robinson,6-2,180,G,1994,2001,1970-08-31,n
robinje01,Jerome Robinson,6-4,190,G,2019,2024,1997-02-22,n
robinju01,Justin Robinson,6-1,195,G,2020,2022,1997-10-12,n
robinla01,Larry Robinson,6-3,180,F-G,1991,2002,1968-01-11,n
robinmi01,Mitchell Robinson,7-0,240,C,2019,2025,1998-04-01,n
robinna01,Nate Robinson,5-9,180,G,2006,2016,1984-05-31,n
robinol01,Oliver Robinson,6-4,180,G,1983,1983,1960-03-13,n
robinor01,Orlando Robinson,7-0,235,F,2023,2025,2000-07-10,n
robinro01,Ronnie Robinson,6-8,200,F,1974,1975,1951-03-09,n
robinru01,Rumeal Robinson,6-2,195,G,1991,1997,1966-11-13,n
robinsa01,Sam Robinson,6-7,190,F,1971,1972,1948-01-01,n
robinth01,Thomas Robinson,6-10,237,F,2013,2017,1991-03-17,n
robintr01,Truck Robinson,6-7,225,F-C,1975,1985,1951-10-04,n
robinwa01,Wayne Robinson,6-8,217,F,1981,1981,1958-04-19,n
robinwi01,Wil Robinson,6-2,175,G,1974,1974,1949-12-25,n
robinje02,Jeremiah Robinson-Earl,6-9,230,F,2022,2025,2000-11-03,n
robinbi01,Bill Robinzine,6-7,230,F,1976,1982,1953-01-20,n
robisda01,Dave Robisch,6-10,235,C-F,1972,1984,1949-12-22,n
robyis01,Isaiah Roby,6-8,230,F,2020,2023,1998-02-03,n
rochare01,Red Rocha,6-9,185,C-F,1948,1957,1923-09-18,n
rochejo01,John Roche,6-3,170,G,1972,1982,1949-09-26,n
rockge01,Gene Rock,5-9,155,G,1948,1948,1921-11-04,n
rockeja01,Jack Rocker,6-5,185,C-F,1948,1948,1922-08-12,n
roddyda01,David Roddy,6-4,255,F,2023,2025,2001-03-27,n
rodgegu01,Guy Rodgers,6-0,185,G,1959,1970,1935-09-01,y
rodmade01,Dennis Rodman,6-7,210,F,1987,2000,1961-05-13,y
rodrise01,Sergio Rodríguez,6-3,176,G,2007,2017,1986-06-12,n
roelo01,Lou Roe,6-7,220,F,1996,1997,1972-07-14,n
rogerca01,Carlos Rogers,6-11,220,C-F,1995,2002,1971-02-06,n
rogerha01,Harry Rogers,6-7,195,F,1976,1976,1950-12-31,n
rogerjo01,Johnny Rogers,6-10,225,F-C,1987,1988,1963-12-30,n
rogerma01,Marshall Rogers,6-1,190,G,1977,1977,1953-08-27,n
rogerro01,Rodney Rogers,6-7,235,F,1994,2005,1971-06-20,n
rogerro02,Roy Rogers,6-10,235,F,1997,2000,1973-08-19,n
rogerwi01,Willie Rogers,6-3,185,G-F,1969,1969,1945-09-11,n
rogesal01,Al Roges,6-4,195,G-F,1954,1955,1930-10-25,n
rohloke01,Ken Rohloff,6-0,195,G,1964,1964,1939-04-18,n
rollike01,Kenny Rollins,6-0,168,G,1949,1953,1923-09-14,n
rolliph01,Phil Rollins,6-2,185,G,1959,1961,1934-01-19,n
rolliry01,Ryan Rollins,6-4,180,G,2023,2025,2002-07-03,n
rollitr01,Tree Rollins,7-1,235,C,1978,1995,1955-06-16,n
romarlo01,Lorenzo Romar,6-1,175,G,1981,1985,1958-11-13,n
rondora01,Rajon Rondo,6-1,180,G,2007,2022,1986-02-22,n
rookje01,Jerry Rook,6-5,219,F,1970,1970,1943-10-27,n
rooksse01,Sean Rooks,6-10,250,C,1993,2004,1969-09-09,n
rosede01,Derrick Rose,6-3,200,G,2009,2024,1988-10-04,n
roseja01,Jalen Rose,6-8,210,G-F,1995,2007,1973-01-30,n
rosema01,Malik Rose,6-7,250,F-C,1997,2009,1974-11-23,n
rosero01,Rob Rose,6-5,180,G,1989,1989,1964-12-27,n
rosenpe01,Petey Rosenberg,5-10,165,G,1947,1947,1918-04-07,n
rosenle01,Lennie Rosenbluth,6-4,190,F,1958,1959,1933-01-22,n
rosenha01,Hank Rosenstein,6-4,185,F,1947,1947,1920-06-16,n
rosendi01,Dick Rosenthal,6-5,205,F-G,1955,1957,1930-01-20,n
rossqu01,Quinton Ross,6-6,195,G,2005,2011,1981-04-30,n
rosste01,Terrence Ross,6-6,206,F-G,2013,2023,1991-02-05,n
rothdo01,Doug Roth,6-11,255,C,1990,1990,1967-08-24,n
rothsc01,Scott Roth,6-8,212,F,1988,1990,1963-06-03,n
rotheir01,Irv Rothenberg,6-7,215,C,1947,1949,1921-12-31,n
rottnmi01,Mickey Rottner,5-10,180,G,1947,1948,1919-03-23,n
roundda01,Dan Roundfield,6-8,205,F-C,1976,1987,1953-05-26,n
rouxgi01,Giff Roux,6-5,195,F-C,1947,1949,1923-06-28,n
rowanro01,Ron Rowan,6-5,200,G,1987,1987,1962-04-23,n
rowecu01,Curtis Rowe,6-7,225,F,1972,1979,1949-07-02,n
roweja01,Jackson Rowe,6-7,210,F,2025,2025,1997-01-04,n
rowinji01,Jim Rowinski,6-8,250,F-C,1989,1990,1961-01-04,n
rowlade01,Derrick Rowland,6-5,195,G,1986,1986,1959-06-21,n
rowsobr01,Brian Rowsom,6-9,220,F,1988,1990,1965-10-23,n
roybr01,Brandon Roy,6-6,215,G,2007,2013,1984-07-23,n
royaldo01,Donald Royal,6-8,210,F,1990,1998,1966-05-22,n
royalre01,Reggie Royals,6-10,200,C,1975,1975,1950-09-18,n
royerbo01,Bob Royer,5-10,155,G,1950,1950,1927-10-15,n
roziecl01,Clifford Rozier,6-11,245,C-F,1995,1998,1972-10-31,n
roziete01,Terry Rozier,6-1,190,G,2016,2025,1994-03-17,n
rubiori01,Ricky Rubio,6-2,190,G,2012,2023,1990-10-21,n
ruckegu01,Guy Rucker,6-11,265,F-C,2003,2003,1977-07-27,n
ruddde01,Delaney Rudd,6-2,180,G,1990,1993,1962-11-08,n
ruddjo01,John Rudd,6-7,230,F,1979,1979,1955-08-07,n
rudezda01,Damjan Rudež,6-10,228,F,2015,2017,1986-06-17,n
rudomjo01,John Rudometkin,6-6,205,F,1963,1965,1940-06-06,n
ruffimi01,Michael Ruffin,6-9,246,F,2000,2009,1977-01-21,n
ruffitr01,Trevor Ruffin,6-1,185,G,1995,1996,1970-09-26,n
ruffnpa01,Paul Ruffner,6-10,225,C-F,1971,1976,1948-10-15,n
ruklijo01,Joe Ruklick,6-9,220,F-C,1960,1962,1938-08-03,n
rulanje01,Jeff Ruland,6-10,240,C-F,1982,1993,1958-12-16,n
rulebo01,Bob Rule,6-9,220,C-F,1968,1975,1944-06-29,n
rulloje01,Jerry Rullo,5-10,165,G,1947,1950,1923-06-23,n
ruperra01,Rayan Rupert,6-6,205,G,2024,2025,2004-05-31,n
ruscost01,Stefano Rusconi,6-9,240,C-F,1996,1996,1968-10-02,n
rushbr01,Brandon Rush,6-6,220,G-F,2009,2017,1985-07-07,n
rushka01,Kareem Rush,6-6,215,G,2003,2010,1980-10-30,n
russebi01,Bill Russell,6-10,215,C,1957,1969,1934-02-12,y
russebr01,Bryon Russell,6-7,225,F,1994,2006,1970-12-31,n
russeca02,Campy Russell,6-8,215,F,1975,1985,1952-01-12,n
russeca01,Cazzie Russell,6-5,218,F-G,1967,1978,1944-06-07,n
russeda01,D'Angelo Russell,6-3,193,G,2016,2025,1996-02-23,n
russefr01,Frank Russell,6-3,180,G,1973,1973,1949-04-17,n
russepi01,Pierre Russell,6-4,190,F-G,1972,1973,1949-12-13,n
russeru01,Rubin Russell,6-2,180,G,1968,1968,1944-11-07,n
russewa01,Walker Russell,6-5,195,G,1983,1988,1960-10-26,n
russewa02,Walker Russell,6-0,170,G,2012,2012,1982-10-06,n
ryanma01,Matt Ryan,6-6,215,F,2022,2025,1997-04-17,n
sabonar01,Arvydas Sabonis,7-3,279,C,1996,2003,1964-12-19,y
sabondo01,Domantas Sabonis,6-10,240,C-F,2017,2025,1996-05-03,n
sacrero01,Robert Sacre,7-0,270,C,2013,2016,1989-06-06,n
sadowed01,Ed Sadowski,6-5,240,C,1947,1950,1915-07-11,n
sailoke01,Kenny Sailors,5-10,175,G,1947,1951,1921-01-14,n
salauti01,Tidjane Salaün,6-9,207,F,2025,2025,2005-08-10,n
sallejo01,John Salley,6-11,230,F-C,1987,2000,1964-05-16,n
salmojo01,John Salmons,6-7,210,G,2003,2015,1979-12-12,n
salvaal01,Al Salvadori,6-9,220,F,1968,1968,1945-05-06,n
salvake01,Kevin Salvadori,7-0,231,C,1997,1998,1970-12-30,n
samakso01,Soumaila Samake,7-0,230,C,2001,2003,1978-03-18,n
samanlu01,Luka Šamanić,6-10,227,F,2020,2024,2000-01-09,n
sambch01,Cheikh Samb,7-1,245,C,2008,2009,1984-10-22,n
sampsbr01,Brandon Sampson,6-5,184,G,2019,2019,1997-05-01,n
sampsja02,JaKarr Sampson,6-7,214,G-F,2015,2021,1993-03-20,n
sampsja01,Jamal Sampson,6-11,235,F-C,2003,2007,1983-05-15,n
sampsra01,Ralph Sampson,7-4,228,C-F,1984,1992,1960-07-07,y
samueje01,Jermaine Samuels,6-7,230,F,2024,2024,1998-11-13,n
samuesa01,Samardo Samuels,6-9,260,F,2011,2013,1989-01-09,n
sanchpe01,Pepe Sánchez,6-4,195,G,2001,2003,1977-05-08,n
sandeal01,Al Sanders,6-7,240,F,1973,1973,1950-01-01,n
sandefr01,Frankie Sanders,6-6,200,F-G,1979,1981,1957-01-23,n
sandeje01,Jeff Sanders,6-8,225,F,1990,1993,1966-01-14,n
sandela01,Larry Sanders,6-11,235,C-F,2011,2017,1988-11-21,n
sandeme01,Melvin Sanders,6-5,210,G-F,2006,2006,1981-01-03,n
sandemi01,Mike Sanders,6-6,210,F-G,1983,1993,1960-05-07,n
sandeto01,Tom Sanders,6-6,210,F,1961,1973,1938-11-08,y
sanforo01,Ron Sanford,6-9,215,F,1972,1972,1946-06-11,n
sanogad01,Adama Sanogo,6-9,245,F,2024,2025,2002-02-12,n
santida01,Daniel Santiago,7-1,256,C,2001,2005,1976-06-24,n
santibo01,Bob Santini,6-5,190,F,1956,1956,1935-02-17,n
santogu01,Gui Santos,6-8,209,F,2024,2025,2002-06-22,n
sapplwa01,Wayne Sappleton,6-9,215,F,1985,1985,1960-11-17,n
saricda01,Dario Šarić,6-10,225,F-C,2017,2025,1994-04-08,n
sarral01,Alex Sarr,7-0,205,F,2025,2025,2005-04-26,n
sarrol01,Olivier Sarr,7-0,237,C,2022,2024,1999-02-20,n
sasseja01,Jason Sasser,6-7,225,F,1997,1999,1974-01-13,n
sasseje01,Jeryl Sasser,6-6,200,G,2002,2003,1979-02-13,n
sassema01,Marcus Sasser,6-2,195,G,2024,2025,2000-09-21,n
satorto01,Tomáš Satoranský,6-7,210,G,2017,2022,1991-10-30,n
satteke01,Kenny Satterfield,6-2,186,G,2002,2003,1981-04-10,n
saulpe01,Pep Saul,6-2,185,G-F,1950,1955,1924-02-16,n
sauldwo01,Woody Sauldsberry,6-7,220,F-C,1958,1966,1934-07-11,n
saultgl01,Glynn Saulters,6-2,175,G,1969,1969,1945-02-10,n
saundfr01,Fred Saunders,6-7,210,F,1975,1978,1951-06-13,n
savagdo01,Don Savage,6-3,205,F-G,1952,1957,1928-04-09,n
savovpr01,Predrag Savović,6-6,225,G,2003,2003,1976-05-21,n
sawyeal01,Alan Sawyer,6-5,195,F,1951,1951,1928-01-01,n
scalabr01,Brian Scalabrine,6-9,241,F,2002,2012,1978-03-18,n
scaleal01,Alex Scales,6-4,185,G,2006,2006,1978-07-03,n
scalede01,DeWayne Scales,6-8,208,F,1981,1984,1958-12-28,n
schadfr01,Frank Schade,6-1,170,G,1973,1973,1950-01-22,n
schadbe01,Ben Schadler,6-0,185,F,1948,1948,1924-03-09,n
schaehe01,Herm Schaefer,6-0,175,G-F,1949,1950,1918-12-20,n
schaebi01,Billy Schaeffer,6-5,200,F,1974,1976,1951-12-11,n
schafbo01,Bob Schafer,6-3,195,G,1956,1957,1933-03-29,n
schakjo01,Jordan Schakel,6-6,200,F,2022,2023,1998-06-13,n
scharbe01,Ben Scharnus,6-2,173,F,1947,1949,1917-12-11,n
schatma01,Marv Schatzman,6-5,200,F,1950,1950,1927-02-18,n
schaufr01,Fred Schaus,6-5,205,F,1950,1954,1925-06-30,n
schayda01,Danny Schayes,6-11,235,C-F,1982,1999,1959-05-10,n
schaydo01,Dolph Schayes,6-8,220,F-C,1950,1964,1928-05-19,y
schecos01,Ossie Schectman,6-0,175,G,1947,1947,1919-03-30,n
schefst01,Steve Scheffler,6-9,250,C-F,1991,1997,1967-09-03,n
schefto01,Tom Scheffler,6-11,240,C,1985,1985,1954-10-27,n
scheiba01,Baylor Scheierman,6-6,205,G,2025,2025,2000-09-26,n
schelda01,Dave Schellhase,6-3,205,G,1967,1968,1944-10-14,n
schenlu01,Luke Schenscher,7-1,255,C,2006,2007,1982-12-31,n
scherhe01,Herb Scherer,6-9,212,C,1951,1952,1928-12-21,n
schindw01,Dwayne Schintzius,7-1,260,C,1991,1999,1968-10-14,n
schluda01,Dale Schlueter,6-10,225,C,1969,1978,1945-11-12,n
schneot01,Otto Schnellbacher,6-4,185,F-G,1949,1949,1923-04-15,n
schnidi01,Dick Schnittker,6-5,200,F,1951,1958,1928-05-27,n
schoeru01,Russ Schoene,6-10,210,F-C,1983,1989,1960-04-16,n
schofad01,Admiral Schofield,6-5,241,G-F,2020,2024,1997-03-30,n
scholda01,Dave Scholz,6-8,220,F,1970,1970,1948-04-12,n
schoomi01,Milt Schoon,6-7,230,C,1947,1950,1922-02-25,n
schrede01,Detlef Schrempf,6-10,235,F-C,1986,2001,1963-01-21,n
schrode01,Dennis Schröder,6-1,172,G,2014,2025,1993-09-15,n
schulho01,Howie Schultz,6-6,200,C-F,1950,1953,1922-07-03,n
schuldi01,Dick Schulz,6-2,192,F-G,1947,1950,1917-01-03,n
schurro01,Roger Schurig,6-3,185,G,1968,1968,1942-04-03,n
schwejo01,John Schweitz,6-6,210,G,1985,1987,1960-04-19,n
scolalu01,Luis Scola,6-9,240,F,2008,2017,1980-04-30,n
scolafr01,Fred Scolari,5-10,180,G,1947,1955,1922-03-01,n
scottal01,Alvin Scott,6-7,185,F-G,1978,1985,1955-09-14,n
scottbr01,Brent Scott,6-10,250,F-C,1997,1997,1971-06-15,n
scottby01,Byron Scott,6-3,195,G,1984,1997,1961-03-28,n
scottch01,Charlie Scott,6-5,175,G-F,1971,1980,1948-12-15,y
scottde01,Dennis Scott,6-8,229,F,1991,2000,1968-09-05,n
scottja01,James Scott,6-6,180,F,1997,1997,1972-06-06,n
scottmi01,Mike Scott,6-7,237,F,2013,2021,1988-07-16,n
scottra01,Ray Scott,6-9,215,F-C,1962,1972,1938-07-12,n
scottsh01,Shawnelle Scott,6-10,250,C,1997,2002,1972-06-16,n
scotttr01,Tre Scott,6-8,225,F,2022,2022,1996-11-25,n
scottwi01,Willie Scott,6-5,210,F,1970,1970,1947-05-22,n
scranpa01,Paul Scranton,6-5,230,F,1968,1968,1944-04-30,n
scrubja01,Jay Scrubb,6-5,220,G-F,2021,2023,2000-09-01,n
scurrca01,Carey Scurry,6-7,188,F,1986,1988,1962-12-04,n
seabrde01,Dereon Seabron,6-7,180,G,2023,2024,2000-05-26,n
sealsbr01,Bruce Seals,6-8,210,F,1974,1978,1953-06-18,n
sealssh01,Shea Seals,6-5,210,G,1998,1998,1975-08-26,n
sealyma01,Malik Sealy,6-8,190,G,1993,2000,1970-02-01,n
searced01,Ed Searcy,6-6,210,F,1976,1976,1952-04-17,n
searske01,Kenny Sears,6-9,198,F,1956,1964,1933-08-17,n
seewa01,Wayne See,6-3,190,G,1950,1950,1923-11-03,n
sefolth01,Thabo Sefolosha,6-6,215,G-F,2007,2020,1984-05-02,n
seikaro01,Rony Seikaly,6-11,230,C,1989,1999,1965-05-10,n
selbogl01,Glen Selbo,6-3,196,G-F,1950,1950,1926-03-29,n
selbyjo01,Josh Selby,6-2,183,G,2012,2013,1991-03-27,n
seldewa01,Wayne Selden,6-5,230,G-F,2017,2022,1994-09-30,n
sellebr01,Brad Sellers,7-0,210,C-F,1987,1993,1962-12-17,n
selleph01,Phil Sellers,6-4,195,F-G,1977,1977,1953-11-20,n
seltzro01,Rollie Seltz,5-10,165,G-F,1950,1950,1924-01-25,n
selvale01,Les Selvage,6-1,175,G,1968,1970,1943-03-07,n
selvyfr01,Frank Selvy,6-3,180,G-F,1955,1964,1932-11-09,n
seminji01,Jim Seminoff,6-2,190,G-F,1947,1950,1922-09-01,n
senesa01,Mouhamed Sene,6-11,230,C-F,2007,2009,1986-05-12,n
senesge01,George Senesky,6-2,179,G,1947,1954,1922-04-04,n
sengual01,Alperen Şengün,6-11,235,C-F,2022,2025,2002-07-25,n
sensabr01,Brice Sensabaugh,6-6,235,F,2024,2025,2003-10-30,n
serapke01,Kevin Séraphin,6-9,285,F,2011,2017,1989-12-07,n
sesayan01,Ansu Sesay,6-9,225,F,2002,2005,1976-07-29,n
sessira01,Ramon Sessions,6-3,190,G,2008,2018,1986-04-11,n
seungha01,Ha Seung-Jin,7-3,305,C,2005,2006,1985-08-04,n
sewelto01,Tom Sewell,6-5,185,G,1985,1985,1962-03-11,n
sextoco01,Collin Sexton,6-3,190,G,2019,2025,1999-01-04,n
seymopa01,Paul Seymour,6-1,180,G-F,1948,1960,1928-01-30,n
shabani01,Nick Shaback,5-11,180,G,1947,1947,1918-09-10,n
shackly01,Lynn Shackelford,6-5,190,F,1970,1970,1947-08-27,n
shackch01,Charles Shackleford,6-10,225,F-C,1989,1999,1966-04-22,n
shaefca01,Carl Shaeffer,6-3,185,F-G,1950,1951,1924-10-25,n
shaffle01,Lee Shaffer,6-7,220,F,1962,1964,1939-02-23,n
shakumu01,Mustafa Shakur,6-3,190,G,2011,2014,1984-08-18,n
shamela01,Landry Shamet,6-4,190,G,2019,2025,1997-03-13,n
shammgo01,God Shammgod,6-0,169,G,1998,1998,1976-04-29,n
shannea01,Earl Shannon,5-11,170,G-F,1947,1949,1921-11-23,n
shannho01,Howie Shannon,6-2,175,G-F,1949,1950,1923-06-10,n
shannte01,Terrence Shannon Jr.,6-6,215,G,2025,2025,2000-07-30,n
sharech01,Chuck Share,6-11,235,C,1952,1960,1927-03-14,n
sharmbi01,Bill Sharman,6-1,175,G,1951,1961,1926-05-25,y
sharpda01,Day'Ron Sharpe,6-11,265,C,2022,2025,2001-11-06,n
sharpsh01,Shaedon Sharpe,6-6,200,G,2023,2025,2003-05-30,n
sharpwa01,Walter Sharpe,6-9,245,F,2009,2009,1986-07-18,n
shaskjo01,John Shasky,6-11,235,C,1989,1991,1964-07-31,n
shavlro01,Ron Shavlik,6-8,200,F,1957,1958,1933-12-04,n
shawbr01,Brian Shaw,6-6,190,G,1989,2003,1966-03-22,n
shawca01,Casey Shaw,6-11,260,C,1999,1999,1975-07-20,n
shayoma01,Marial Shayok,6-5,198,G,2020,2020,1995-07-26,n
sheabo01,Bob Shea,6-2,194,F,1947,1947,1924-09-11,n
sheadja01,Jamal Shead,6-0,200,G,2025,2025,2002-06-24,n
shefffr01,Fred Sheffield,6-2,165,F,1947,1947,1923-11-05,n
sheltcr01,Craig Shelton,6-7,210,F,1981,1982,1957-05-01,n
sheltlo01,Lonnie Shelton,6-8,240,F-C,1977,1986,1955-10-19,n
shengto01,Tornike Shengelia,6-9,217,F,2013,2014,1991-10-05,n
shephbi01,Billy Shepherd,5-10,160,G,1973,1975,1949-11-18,n
sheppbe01,Ben Sheppard,6-6,190,G,2024,2025,2001-07-16,n
sheppje01,Jeff Sheppard,6-3,190,G,1999,1999,1974-09-29,n
sheppre01,Reed Sheppard,6-2,185,G,2025,2025,2004-06-24,n
sheppst01,Steve Sheppard,6-6,215,F,1978,1979,1954-03-21,n
sheroed01,Ed Sherod,6-2,170,G,1983,1983,1959-09-13,n
shippch01,Charley Shipp,6-1,200,G-F,1950,1950,1913-12-03,n
shirlpa01,Paul Shirley,6-10,230,F-C,2003,2005,1977-12-23,n
shortge01,Gene Short,6-6,200,F,1976,1976,1953-08-07,n
shortpu01,Purvis Short,6-7,210,F-G,1979,1990,1957-07-02,n
shousde01,Dexter Shouse,6-2,200,G,1990,1990,1963-03-24,n
shriddi01,Dick Shrider,6-2,190,G,1949,1949,1923-02-07,n
shuege01,Gene Shue,6-2,170,G,1955,1964,1931-12-18,n
shumajo01,John Shumate,6-9,235,F-C,1976,1981,1952-04-06,n
shumpim01,Iman Shumpert,6-5,215,G,2012,2021,1990-06-26,n
shvedal01,Alexey Shved,6-6,190,G,2013,2015,1988-12-16,n
siakapa01,Pascal Siakam,6-8,230,F-C,2017,2025,1994-04-02,n
siberjo01,Jordan Sibert,6-4,187,G,2019,2019,1992-08-01,n
sibersa01,Sam Sibert,6-7,215,F,1973,1973,1949-02-11,n
siblema01,Mark Sibley,6-2,175,G,1974,1974,1950-11-13,n
sichtje01,Jerry Sichting,6-1,168,G,1981,1990,1956-11-29,n
sidledo01,Don Sidle,6-8,215,F-C,1969,1972,1946-06-21,n
siegfla01,Larry Siegfried,6-3,190,F,1964,1972,1939-05-22,n
siewera01,Ralph Siewert,7-1,230,C,1947,1947,1923-12-31,n
sikmaja01,Jack Sikma,6-11,230,C-F,1978,1991,1955-11-14,y
silasja01,James Silas,6-1,180,G,1973,1982,1949-02-11,n
silaspa01,Paul Silas,6-7,220,F-C,1965,1980,1943-07-12,n
silasxa01,Xavier Silas,6-5,205,G,2012,2018,1988-01-22,n
silerga01,Garret Siler,6-11,305,C,2011,2011,1986-10-25,n
sillimi01,Mike Silliman,6-6,225,F,1971,1971,1944-05-05,n
silvach01,Chris Silva,6-8,234,F,2020,2023,1996-09-19,n
simiewa01,Wayne Simien,6-9,255,F,2006,2007,1983-03-09,n
simmobe01,Ben Simmons,6-10,240,G-F,2018,2025,1996-07-20,n
simmobo01,Bobby Simmons,6-7,210,G-F,2002,2012,1980-06-02,n
simmoce01,Cedric Simmons,6-9,235,F,2007,2009,1986-01-03,n
simmoco01,Connie Simmons,6-8,222,C-F,1947,1956,1925-03-15,n
simmogr01,Grant Simmons,6-3,190,G,1968,1969,1943-03-07,n
simmojo01,Johnny Simmons,6-1,184,G,1947,1947,1924-07-07,n
simmojo02,Jonathon Simmons,6-6,195,G-F,2016,2019,1989-09-14,n
simmoko01,Kobi Simmons,6-5,166,G,2018,2024,1997-07-04,n
simmoli01,Lionel Simmons,6-7,210,F-G,1991,1997,1968-11-14,n
simonmi01,Miles Simon,6-3,202,G,1999,1999,1975-11-21,n
simonwa01,Walt Simon,6-6,200,F-G,1968,1974,1939-12-01,n
simonma01,Marko Simonovic,6-11,216,C,2022,2023,1999-10-15,n
simonan01,Anfernee Simons,6-3,181,G,2019,2025,1999-06-08,n
simpkdi01,Dickey Simpkins,6-9,248,F,1995,2002,1972-04-06,n
simpskj01,KJ Simpson,6-0,189,G,2025,2025,2002-08-08,n
simpsra01,Ralph Simpson,6-5,200,G-F,1971,1980,1949-08-10,n
simpsza01,Zavier Simpson,6-0,190,G,2022,2024,1997-02-11,n
simsal01,Alvin Sims,6-4,235,G,1999,1999,1974-10-18,n
simsbo01,Bob Sims,6-5,220,G-F,1962,1968,1938-10-09,n
simsco01,Courtney Sims,6-10,245,C,2008,2009,1983-10-21,n
simsdo01,Doug Sims,6-7,195,F,1969,1969,1943-06-29,n
simshe01,Henry Sims,6-10,248,C,2013,2016,1990-03-27,n
simsje01,Jericho Sims,6-10,245,F,2022,2025,1998-10-20,n
simssc01,Scott Sims,6-1,170,G,1978,1978,1955-04-18,n
singlky01,Kyle Singler,6-8,228,F,2013,2018,1988-05-04,n
singlse01,Sean Singletary,6-0,185,G,2009,2009,1985-09-06,n
singlch01,Chris Singleton,6-8,230,F,2012,2014,1989-11-21,n
singlja01,James Singleton,6-8,216,F,2006,2012,1981-07-20,n
singlmc01,McKinley Singleton,6-5,175,G,1987,1987,1961-10-29,n
sinicze01,Zeke Sinicola,5-10,165,G,1952,1954,1929-01-25,n
sirvyde01,Deividas Sirvydis,6-8,190,G-F,2021,2022,2000-06-10,n
sittoch01,Charlie Sitton,6-8,210,F,1985,1985,1962-07-03,n
sivape01,Peyton Siva,6-0,185,G,2014,2014,1990-10-24,n
skapidm01,Dmytro Skapintsev,7-1,260,C,2024,2024,1998-05-12,n
skilesc01,Scott Skiles,6-1,180,G,1987,1996,1964-03-05,n
skinnal01,Al Skinner,6-3,190,G,1975,1980,1952-06-16,n
skinnbr01,Brian Skinner,6-9,255,F,1999,2012,1976-05-19,n
skinnta01,Tal Skinner,6-5,195,F-G,1975,1976,1952-09-10,n
skoogwh01,Whitey Skoog,5-11,180,G,1952,1957,1926-11-02,n
sladeje01,Jeff Slade,6-6,220,F,1963,1963,1941-03-01,n
